epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,7858.34,1.3112,1.22229,1.57747,0.55983,0.625,0.61788,0.30308,1.78862,1.51911,1.94689,0.000209352,0.000209352,0.000209352
118,7977.28,1.33229,1.25084,1.59666,0.62224,0.61304,0.63894,0.30379,1.80102,1.48698,1.95196,0.000203269,0.000203269,0.000203269
119,8065.55,1.32657,1.25817,1.59706,0.60282,0.58849,0.61328,0.2901,1.84501,1.49339,1.98583,0.000197338,0.000197338,0.000197338
120,8171.78,1.31641,1.25491,1.58446,0.58138,0.59193,0.59926,0.29037,1.82403,1.52524,1.9825,0.000191562,0.000191562,0.000191562
121,8242.82,1.31283,1.25375,1.5904,0.58925,0.62163,0.63345,0.31277,1.77599,1.45254,1.92909,0.000185942,0.000185942,0.000185942
122,8299.91,1.29722,1.23289,1.58151,0.58936,0.62702,0.63304,0.31531,1.75539,1.44107,1.91801,0.000180483,0.000180483,0.000180483
123,8358.16,1.3136,1.24294,1.58708,0.59483,0.61659,0.62973,0.30873,1.78023,1.45941,1.93354,0.000175185,0.000175185,0.000175185
124,8417.14,1.29338,1.22273,1.58423,0.6109,0.6281,0.64504,0.32293,1.75436,1.45033,1.91919,0.000170052,0.000170052,0.000170052
125,8475.22,1.29633,1.22143,1.57971,0.58945,0.60218,0.61885,0.2937,1.81218,1.50066,1.96725,0.000165086,0.000165086,0.000165086
126,8532.34,1.3057,1.23221,1.59043,0.59849,0.62973,0.63801,0.30304,1.79793,1.47634,1.93842,0.000160289,0.000160289,0.000160289
127,8589.34,1.29654,1.21208,1.56802,0.61335,0.6249,0.64455,0.31546,1.76975,1.45648,1.91898,0.000155662,0.000155662,0.000155662
128,8646.17,1.29628,1.20493,1.56284,0.60721,0.62833,0.64404,0.32367,1.73388,1.4544,1.89309,0.000151208,0.000151208,0.000151208
129,8703.77,1.31318,1.20877,1.58252,0.61691,0.59909,0.63702,0.31438,1.76365,1.48297,1.90815,0.00014693,0.00014693,0.00014693
130,8760.83,1.29588,1.21653,1.57277,0.60379,0.61583,0.63795,0.31653,1.75581,1.48201,1.90501,0.000142828,0.000142828,0.000142828
131,8818.28,1.30465,1.2188,1.58242,0.59072,0.62849,0.63487,0.31884,1.75219,1.4468,1.89974,0.000138905,0.000138905,0.000138905
132,8875.67,1.27613,1.20358,1.56474,0.56872,0.61859,0.62647,0.30763,1.74911,1.47637,1.91937,0.000135162,0.000135162,0.000135162
133,8933.17,1.28947,1.21929,1.57382,0.61294,0.63196,0.63904,0.3238,1.73559,1.45033,1.89359,0.000131601,0.000131601,0.000131601
134,8991.14,1.29133,1.20308,1.56914,0.58329,0.63781,0.62667,0.30514,1.7712,1.47955,1.92219,0.000128223,0.000128223,0.000128223
