epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,5768.27,1.62214,1.26547,1.22496,0.67674,0.68587,0.67902,0.34315,1.72395,1.25656,1.35615,0.000406,0.000406,0.000406
62,5864.66,1.58025,1.21799,1.21315,0.69921,0.70092,0.71455,0.3708,1.69848,1.2388,1.3065,0.0003961,0.0003961,0.0003961
63,5962.32,1.57968,1.27204,1.21796,0.74453,0.68698,0.73013,0.38632,1.73049,1.19769,1.30463,0.0003862,0.0003862,0.0003862
64,6059.42,1.58946,1.20498,1.21035,0.75719,0.67633,0.73558,0.37759,1.72923,1.16577,1.34246,0.0003763,0.0003763,0.0003763
65,6157.21,1.57775,1.22165,1.20968,0.78747,0.68652,0.72425,0.37663,1.69858,1.27851,1.28575,0.0003664,0.0003664,0.0003664
66,6253.62,1.5424,1.18602,1.19006,0.75489,0.68558,0.73192,0.37704,1.73455,1.21127,1.3283,0.0003565,0.0003565,0.0003565
67,6352.12,1.55137,1.18424,1.19235,0.80886,0.64591,0.72301,0.37905,1.71163,1.15729,1.31777,0.0003466,0.0003466,0.0003466
68,6451.6,1.54788,1.17537,1.19508,0.73333,0.70491,0.73198,0.38965,1.68957,1.14184,1.32286,0.0003367,0.0003367,0.0003367
69,6550.47,1.55469,1.18831,1.1974,0.73326,0.68488,0.71089,0.36922,1.6801,1.14405,1.32754,0.0003268,0.0003268,0.0003268
70,6648.66,1.54613,1.18872,1.18876,0.78652,0.6774,0.734,0.36861,1.71175,1.16981,1.33201,0.0003169,0.0003169,0.0003169
71,6747.1,1.55518,1.17742,1.1949,0.80241,0.69089,0.7468,0.39062,1.7009,1.12049,1.32888,0.000307,0.000307,0.000307
72,6846.44,1.52182,1.15552,1.18532,0.74298,0.68145,0.73596,0.39601,1.68456,1.10601,1.30759,0.0002971,0.0002971,0.0002971
73,6948.89,1.53363,1.1457,1.18282,0.79166,0.72049,0.76367,0.38751,1.68609,1.11886,1.29014,0.0002872,0.0002872,0.0002872
74,7047.68,1.53891,1.16231,1.18118,0.79532,0.65955,0.74085,0.39556,1.66794,1.1707,1.27805,0.0002773,0.0002773,0.0002773
75,7145.06,1.53135,1.13171,1.17172,0.85794,0.63785,0.75554,0.40672,1.68509,1.11473,1.2896,0.0002674,0.0002674,0.0002674
76,7241.26,1.52861,1.13379,1.17751,0.7526,0.68051,0.74763,0.38448,1.70578,1.13922,1.30357,0.0002575,0.0002575,0.0002575
77,7337.11,1.49693,1.11758,1.16704,0.72622,0.71543,0.75852,0.39585,1.69451,1.11863,1.30078,0.0002476,0.0002476,0.0002476
78,7434.1,1.52366,1.14557,1.18264,0.72798,0.68359,0.73099,0.37592,1.69187,1.12242,1.29242,0.0002377,0.0002377,0.0002377
79,7532.18,1.50197,1.11607,1.17575,0.75643,0.67194,0.73847,0.38728,1.68191,1.10829,1.30792,0.0002278,0.0002278,0.0002278
80,7647.94,1.49978,1.10497,1.16029,0.77274,0.65096,0.73976,0.37367,1.69168,1.11305,1.31904,0.0002179,0.0002179,0.0002179
81,7764.04,1.50098,1.11206,1.17233,0.80652,0.65415,0.76228,0.39893,1.65351,1.07735,1.30626,0.000208,0.000208,0.000208
82,7880,1.47281,1.09504,1.15852,0.79838,0.70899,0.77153,0.40969,1.66187,1.08553,1.2997,0.0001981,0.0001981,0.0001981
83,7997.12,1.49497,1.11514,1.17152,0.81951,0.68191,0.75867,0.41201,1.66862,1.09235,1.31867,0.0001882,0.0001882,0.0001882
84,8113.94,1.46738,1.09272,1.15352,0.81481,0.68115,0.75945,0.40156,1.65454,1.04334,1.31174,0.0001783,0.0001783,0.0001783
85,8230.32,1.48081,1.10192,1.15891,0.76341,0.6876,0.74559,0.4038,1.66202,1.06948,1.29355,0.0001684,0.0001684,0.0001684
